,State,FIPS,Food Insecurity Rate,Number of Food Insecure Persons,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Weighted Annual Food Budget Shortfall,Cost Per Meal,Child food insecurity rate,Number of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Year
264,CO,8039.0,0.084,2030.0,1.3,SNAP,1.85,Other Nutrition Program,0.295,0.17,0.535,1169000.0,3.37,0.124,680.0,0.42,0.58,2016
265,CO,8041.0,0.124,82790.0,1.3,SNAP,1.85,Other Nutrition Program,0.454,0.165,0.38,44831000.0,3.17,0.156,26060.0,0.63,0.37,2016
266,CO,8043.0,0.142,6660.0,1.3,SNAP,1.85,Other Nutrition Program,0.472,0.134,0.394,3541000.0,3.11,0.212,1600.0,0.82,0.18,2016
267,CO,8045.0,0.091,5220.0,1.3,SNAP,1.85,Other Nutrition Program,0.554,0.243,0.203,3105000.0,3.48,0.147,2200.0,0.73,0.28,2016
268,CO,8047.0,0.094,540.0,1.3,SNAP,1.85,Other Nutrition Program,0.423,0.171,0.406,314000.0,3.4,0.124,140.0,0.46,0.54,2016
269,CO,8049.0,0.115,1660.0,1.3,SNAP,1.85,Other Nutrition Program,0.439,0.216,0.345,977000.0,3.44,0.154,410.0,0.79,0.21,2016
270,CO,8051.0,0.137,2170.0,1.3,SNAP,1.85,Other Nutrition Program,0.547,0.171,0.282,1264000.0,3.41,0.149,420.0,0.7,0.3,2016
271,CO,8053.0,0.123,100.0,1.3,SNAP,1.85,Other Nutrition Program,0.534,0.273,0.193,63000.0,3.71,0.161,20.0,0.88,0.12,2016
272,CO,8055.0,0.106,690.0,1.3,SNAP,1.85,Other Nutrition Program,0.796,0.204,0.0,357000.0,3.02,0.174,180.0,0.93,0.07,2016
273,CO,8057.0,0.111,150.0,1.3,SNAP,1.85,Other Nutrition Program,0.578,0.231,0.191,95000.0,3.71,0.175,40.0,0.72,0.28,2016
274,CO,8059.0,0.097,54370.0,1.3,SNAP,1.85,Other Nutrition Program,0.383,0.128,0.49,31960000.0,3.44,0.133,15570.0,0.53,0.47,2016
275,CO,8061.0,0.119,170.0,1.3,SNAP,1.85,Other Nutrition Program,0.689,0.158,0.154,85000.0,2.92,0.145,60.0,0.87,0.13,2016
276,CO,8063.0,0.109,890.0,1.3,SNAP,1.85,Other Nutrition Program,0.555,0.192,0.253,442000.0,2.9,0.16,290.0,0.79,0.22,2016
277,CO,8065.0,0.087,640.0,1.3,SNAP,1.85,Other Nutrition Program,0.741,0.198,0.061,407000.0,3.72,0.132,190.0,0.8,0.2,2016
278,CO,8067.0,0.111,5990.0,1.3,SNAP,1.85,Other Nutrition Program,0.479,0.143,0.379,3969000.0,3.88,0.142,1490.0,0.66,0.34,2016
279,CO,8069.0,0.124,40200.0,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.108,0.391,23181000.0,3.37,0.141,9340.0,0.59,0.41,2016
280,CO,8071.0,0.083,1180.0,1.3,SNAP,1.85,Other Nutrition Program,0.712,0.201,0.087,606000.0,3.0,0.157,410.0,0.63,0.37,2016
281,CO,8073.0,0.123,680.0,1.3,SNAP,1.85,Other Nutrition Program,0.426,0.084,0.491,389000.0,3.35,0.177,190.0,0.72,0.28,2016
282,CO,8075.0,0.131,2850.0,1.3,SNAP,1.85,Other Nutrition Program,0.596,0.135,0.268,1466000.0,3.01,0.18,770.0,0.81,0.19,2016
283,CO,8077.0,0.138,20430.0,1.3,SNAP,1.85,Other Nutrition Program,0.555,0.123,0.321,11005000.0,3.15,0.194,6450.0,0.71,0.29,2016
284,CO,8079.0,0.083,70.0,1.3,SNAP,1.85,Other Nutrition Program,0.456,0.2,0.344,43000.0,3.61,0.131,10.0,0.41,0.59,2016
285,CO,8081.0,0.112,1460.0,1.3,SNAP,1.85,Other Nutrition Program,0.542,0.225,0.233,836000.0,3.35,0.151,510.0,0.76,0.24,2016
286,CO,8083.0,0.144,3750.0,1.3,SNAP,1.85,Other Nutrition Program,0.633,0.108,0.259,1991000.0,3.11,0.217,1260.0,0.79,0.21,2016
287,CO,8085.0,0.125,5090.0,1.3,SNAP,1.85,Other Nutrition Program,0.613,0.19,0.197,2966000.0,3.41,0.193,1770.0,0.78,0.22,2016
288,CO,8087.0,0.081,2300.0,1.3,SNAP,1.85,Other Nutrition Program,0.789,0.16,0.05,1155000.0,2.94,0.146,1100.0,0.79,0.21,2016
289,CO,8089.0,0.111,2040.0,1.3,SNAP,1.85,Other Nutrition Program,0.751,0.21,0.039,1016000.0,2.92,0.207,910.0,0.77,0.23,2016
290,CO,8091.0,0.119,550.0,1.3,SNAP,1.85,Other Nutrition Program,0.476,0.102,0.422,325000.0,3.46,0.154,100.0,0.64,0.36,2016
291,CO,8093.0,0.096,1590.0,1.3,SNAP,1.85,Other Nutrition Program,0.35,0.17,0.48,901000.0,3.32,0.136,370.0,0.54,0.46,2016
292,CO,8095.0,0.103,450.0,1.3,SNAP,1.85,Other Nutrition Program,0.502,0.263,0.235,237000.0,3.08,0.143,150.0,0.79,0.21,2016
293,CO,8097.0,0.117,2050.0,1.3,SNAP,1.85,Other Nutrition Program,0.388,0.095,0.517,1239000.0,3.54,0.131,370.0,0.44,0.57,2016
294,CO,8099.0,0.103,1240.0,1.3,SNAP,1.85,Other Nutrition Program,0.751,0.122,0.127,614000.0,2.9,0.178,550.0,0.69,0.31,2016
295,CO,8101.0,0.104,16830.0,1.3,SNAP,1.85,Other Nutrition Program,0.734,0.169,0.097,8352000.0,2.9,0.187,7060.0,0.74,0.26,2016
296,CO,8103.0,0.131,870.0,1.3,SNAP,1.85,Other Nutrition Program,0.484,0.05,0.466,499000.0,3.36,0.181,290.0,0.6,0.4,2016
297,CO,8105.0,0.094,1090.0,1.3,SNAP,1.85,Other Nutrition Program,0.67,0.147,0.183,619000.0,3.32,0.187,520.0,0.59,0.41,2016
298,CO,8107.0,0.118,2840.0,1.3,SNAP,1.85,Other Nutrition Program,0.442,0.118,0.439,1986000.0,4.09,0.134,610.0,0.48,0.52,2016
299,CO,8109.0,0.11,690.0,1.3,SNAP,1.85,Other Nutrition Program,0.914,0.086,0.0,391000.0,3.31,0.212,300.0,0.92,0.08,2016
300,CO,8111.0,0.079,40.0,1.3,SNAP,1.85,Other Nutrition Program,0.561,0.385,0.054,25000.0,3.66,0.184,10.0,0.43,0.57,2016
301,CO,8113.0,0.129,1000.0,1.3,SNAP,1.85,Other Nutrition Program,0.497,0.121,0.381,566000.0,3.31,0.153,230.0,0.65,0.35,2016
302,CO,8115.0,0.118,280.0,1.3,SNAP,1.85,Other Nutrition Program,0.621,0.228,0.151,146000.0,3.05,0.167,80.0,0.8,0.2,2016
303,CO,8117.0,0.108,3170.0,1.3,SNAP,1.85,Other Nutrition Program,0.51,0.126,0.364,2340000.0,4.32,0.135,660.0,0.57,0.43,2016
304,CO,8119.0,0.107,2510.0,1.3,SNAP,1.85,Other Nutrition Program,0.353,0.167,0.48,1466000.0,3.42,0.153,670.0,0.55,0.45,2016
305,CO,8121.0,0.116,560.0,1.3,SNAP,1.85,Other Nutrition Program,0.525,0.206,0.269,308000.0,3.22,0.156,170.0,0.78,0.22,2016
306,CO,8123.0,0.089,24740.0,1.3,SNAP,1.85,Other Nutrition Program,0.599,0.167,0.234,13755000.0,3.25,0.145,10840.0,0.69,0.31,2016
307,CO,8125.0,0.11,1120.0,1.3,SNAP,1.85,Other Nutrition Program,0.661,0.192,0.147,564000.0,2.95,0.164,450.0,0.82,0.18,2016
308,CT,9001.0,0.096,90820.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.605,,0.395,57951000.0,3.73,0.132,29370.0,0.6,0.4,2016
309,CT,9003.0,0.119,106320.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.602,,0.398,59038000.0,3.25,0.157,30480.0,0.65,0.35,2016
310,CT,9005.0,0.095,17510.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.504,,0.496,10157000.0,3.39,0.141,5090.0,0.47,0.53,2016
311,CT,9007.0,0.099,16290.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.467,,0.533,10069000.0,3.62,0.134,4240.0,0.49,0.51,2016
312,CT,9009.0,0.124,106900.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.635,,0.365,58421000.0,3.2,0.168,30460.0,0.69,0.32,2016
313,CT,9011.0,0.115,31240.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.569,,0.431,19346000.0,3.62,0.166,9160.0,0.65,0.35,2016
314,CT,9013.0,0.099,15000.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.433,,0.567,8817000.0,3.44,0.133,3750.0,0.42,0.58,2016
315,CT,9015.0,0.111,12990.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.648,,0.352,6715000.0,3.03,0.17,4130.0,0.72,0.28,2016
316,DE,10001.0,0.13,22260.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.762,,0.238,11701000.0,3.08,0.172,6980.0,0.8,0.2,2016
317,DE,10003.0,0.115,63480.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.635,,0.365,36219000.0,3.34,0.148,18070.0,0.64,0.36,2016
318,DE,10005.0,0.099,20900.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.779,,0.221,12117000.0,3.39,0.177,7300.0,0.78,0.22,2016
319,DC,11001.0,0.119,78370.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.766,,0.234,54534000.0,4.07,0.216,24720.0,0.72,0.28,2016
320,FL,12001.0,0.198,50880.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.672,,0.328,30053000.0,3.46,0.209,9640.0,0.66,0.34,2016
321,FL,12003.0,0.165,4500.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.595,,0.405,2221000.0,2.89,0.229,1530.0,0.7,0.31,2016
322,FL,12005.0,0.165,29490.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.678,,0.322,16723000.0,3.32,0.222,8540.0,0.72,0.28,2016
323,FL,12007.0,0.177,4760.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.59,,0.41,2259000.0,2.78,0.224,1200.0,0.71,0.3,2016
324,FL,12009.0,0.146,82020.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.655,,0.345,45116000.0,3.22,0.213,22430.0,0.71,0.29,2016
325,FL,12011.0,0.143,265760.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.763,,0.237,155181000.0,3.42,0.186,74730.0,0.64,0.36,2016
326,FL,12013.0,0.149,2170.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.715,,0.285,1186000.0,3.2,0.194,600.0,0.86,0.14,2016
327,FL,12015.0,0.136,23140.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.661,,0.339,12909000.0,3.26,0.217,4820.0,0.81,0.2,2016
328,FL,12017.0,0.155,21720.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.699,,0.301,12446000.0,3.35,0.258,5450.0,0.83,0.18,2016
329,FL,12019.0,0.129,25900.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.591,,0.409,13613000.0,3.08,0.183,8930.0,0.6,0.41,2016
330,FL,12021.0,0.105,36640.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.745,,0.255,21971000.0,3.51,0.196,12420.0,0.73,0.27,2016
331,FL,12023.0,0.175,11940.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.663,,0.337,6059000.0,2.97,0.233,3480.0,0.73,0.27,2016
332,FL,12027.0,0.159,5570.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.874,,0.126,2850000.0,2.99,0.261,1900.0,0.81,0.19,2016
333,FL,12029.0,0.171,2750.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.762,,0.238,1344000.0,2.86,0.246,740.0,0.91,0.09,2016
334,FL,12031.0,0.19,170900.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.68,,0.32,93637000.0,3.21,0.218,44900.0,0.69,0.31,2016
335,FL,12033.0,0.18,55610.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.622,,0.378,29301000.0,3.08,0.219,14230.0,0.68,0.32,2016
336,FL,12035.0,0.141,14520.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.684,,0.316,8834000.0,3.56,0.213,3990.0,0.75,0.25,2016
337,FL,12037.0,0.172,2010.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.548,,0.452,964000.0,2.81,0.236,460.0,0.67,0.33,2016
338,FL,12039.0,0.239,11040.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.809,,0.191,5226000.0,2.77,0.255,2630.0,0.75,0.26,2016
339,FL,12041.0,0.164,2800.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.664,,0.336,1560000.0,3.26,0.27,950.0,0.72,0.28,2016
340,FL,12043.0,0.151,2020.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.801,,0.199,1175000.0,3.4,0.237,530.0,0.82,0.18,2016
341,FL,12045.0,0.163,2580.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.622,,0.378,1441000.0,3.27,0.216,550.0,0.84,0.16,2016
342,FL,12047.0,0.215,3080.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.595,,0.405,1524000.0,2.9,0.264,720.0,0.72,0.28,2016
343,FL,12049.0,0.129,3530.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.991,,0.009,1703000.0,2.82,0.25,1840.0,0.9,0.1,2016
344,FL,12051.0,0.133,5100.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,2601000.0,2.98,0.247,2620.0,0.82,0.18,2016
345,FL,12053.0,0.14,24810.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.719,,0.281,13616000.0,3.21,0.23,7660.0,0.77,0.23,2016
346,FL,12055.0,0.15,14810.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.819,,0.181,7483000.0,2.96,0.248,4340.0,0.82,0.18,2016
347,FL,12057.0,0.139,184060.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.76,,0.24,104015000.0,3.31,0.197,60410.0,0.69,0.32,2016
348,FL,12059.0,0.184,3600.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.667,,0.333,2066000.0,3.36,0.273,1080.0,0.85,0.15,2016
349,FL,12061.0,0.143,20820.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.732,,0.268,12660000.0,3.56,0.222,5650.0,0.82,0.18,2016
350,FL,12063.0,0.201,9810.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.66,,0.34,5175000.0,3.09,0.255,2330.0,0.75,0.26,2016
351,FL,12065.0,0.187,2640.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.644,,0.356,1406000.0,3.12,0.224,540.0,0.9,0.1,2016
352,FL,12067.0,0.146,1280.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.749,,0.251,624000.0,2.85,0.206,370.0,0.91,0.09,2016
353,FL,12069.0,0.133,42340.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.719,,0.281,23324000.0,3.22,0.207,13090.0,0.74,0.26,2016
354,FL,12071.0,0.129,87840.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.739,,0.261,50335000.0,3.35,0.212,26930.0,0.75,0.25,2016
355,FL,12073.0,0.211,60150.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.655,,0.345,33682000.0,3.28,0.199,10670.0,0.61,0.4,2016
356,FL,12075.0,0.168,6660.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.813,,0.187,3278000.0,2.88,0.269,2150.0,0.84,0.16,2016
357,FL,12077.0,0.167,1390.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.646,,0.354,757000.0,3.19,0.209,330.0,0.86,0.15,2016
358,FL,12079.0,0.225,4180.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.825,,0.175,2209000.0,3.09,0.259,960.0,0.86,0.14,2016
359,FL,12081.0,0.132,46700.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.685,,0.315,26416000.0,3.31,0.207,14230.0,0.72,0.28,2016
360,FL,12083.0,0.158,53710.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.743,,0.257,28271000.0,3.08,0.243,15520.0,0.8,0.2,2016
361,FL,12085.0,0.122,18740.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.634,,0.366,11628000.0,3.63,0.193,5020.0,0.72,0.28,2016
362,FL,12086.0,0.091,241620.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,142536000.0,3.45,0.2,109780.0,0.67,0.33,2016
363,FL,12087.0,0.114,8810.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.709,,0.291,6036000.0,4.01,0.177,2050.0,0.71,0.29,2016
364,FL,12089.0,0.138,10660.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.583,,0.417,6412000.0,3.52,0.21,3320.0,0.65,0.35,2016
365,FL,12091.0,0.143,27910.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.602,,0.398,16063000.0,3.37,0.2,8720.0,0.68,0.33,2016
366,FL,12093.0,0.15,5900.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.854,,0.146,3145000.0,3.12,0.247,2220.0,0.87,0.13,2016
367,FL,12095.0,0.145,182320.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.803,,0.197,100839000.0,3.24,0.202,57730.0,0.69,0.31,2016
368,FL,12097.0,0.101,31650.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,16317000.0,3.02,0.211,16570.0,0.78,0.22,2016
369,FL,12099.0,0.136,189940.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.709,,0.291,114009000.0,3.51,0.195,53630.0,0.68,0.32,2016
370,FL,12101.0,0.131,64080.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.712,,0.288,35932000.0,3.28,0.201,20120.0,0.69,0.31,2016
371,FL,12103.0,0.15,141130.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.647,,0.353,81192000.0,3.37,0.207,33040.0,0.69,0.31,2016
372,FL,12105.0,0.15,95800.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.808,,0.192,50079000.0,3.06,0.224,32470.0,0.8,0.2,2016
373,FL,12107.0,0.194,14050.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.836,,0.164,7109000.0,2.96,0.278,4390.0,0.82,0.18,2016
374,FL,12109.0,0.117,25610.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.48,,0.52,16477000.0,3.77,0.165,7960.0,0.49,0.51,2016
375,FL,12111.0,0.157,46020.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.758,,0.242,25207000.0,3.21,0.225,13720.0,0.77,0.23,2016
376,FL,12113.0,0.137,22530.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.552,,0.448,13218000.0,3.43,0.204,7570.0,0.63,0.37,2016
377,FL,12115.0,0.127,50640.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.575,,0.425,30796000.0,3.56,0.198,11800.0,0.64,0.36,2016
378,FL,12117.0,0.124,54990.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.645,,0.355,30678000.0,3.26,0.182,17340.0,0.62,0.38,2016
379,FL,12119.0,0.131,14900.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.487,,0.513,8696000.0,3.42,0.24,2050.0,0.74,0.26,2016
380,FL,12121.0,0.176,7680.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.769,,0.231,3542000.0,2.7,0.265,2480.0,0.83,0.17,2016
381,FL,12123.0,0.171,3870.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.703,,0.297,1875000.0,2.84,0.201,870.0,0.76,0.24,2016
382,FL,12125.0,0.192,2900.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.537,,0.463,1629000.0,3.29,0.254,740.0,0.83,0.17,2016
383,FL,12127.0,0.151,77090.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.742,,0.258,43914000.0,3.33,0.223,20520.0,0.77,0.23,2016
384,FL,12129.0,0.152,4770.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.552,,0.448,2433000.0,2.99,0.207,1360.0,0.67,0.33,2016
385,FL,12131.0,0.151,9280.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.643,,0.357,5929000.0,3.74,0.235,2960.0,0.77,0.23,2016
386,FL,12133.0,0.176,4330.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.737,,0.263,2106000.0,2.85,0.246,1210.0,0.96,0.04,2016
387,GA,13001.0,0.143,2630.0,1.3,SNAP,1.85,Other Nutrition Program,0.728,0.137,0.135,1210000.0,2.69,0.227,1060.0,0.92,0.08,2016
388,GA,13003.0,0.128,1060.0,1.3,SNAP,1.85,Other Nutrition Program,0.883,0.088,0.029,484000.0,2.67,0.25,590.0,0.87,0.13,2016
389,GA,13005.0,0.132,1490.0,1.3,SNAP,1.85,Other Nutrition Program,0.637,0.196,0.167,672000.0,2.64,0.21,610.0,0.92,0.08,2016
390,GA,13007.0,0.165,540.0,1.3,SNAP,1.85,Other Nutrition Program,0.515,0.255,0.23,264000.0,2.87,0.217,120.0,0.7,0.3,2016
391,GA,13009.0,0.226,10340.0,1.3,SNAP,1.85,Other Nutrition Program,0.688,0.117,0.195,4761000.0,2.69,0.269,2390.0,0.82,0.18,2016
392,GA,13011.0,0.103,1880.0,1.3,SNAP,1.85,Other Nutrition Program,0.711,0.246,0.043,959000.0,2.99,0.209,900.0,0.95,0.06,2016
393,GA,13013.0,0.105,7730.0,1.3,SNAP,1.85,Other Nutrition Program,0.6,0.2,0.201,3815000.0,2.89,0.198,3930.0,0.78,0.22,2016
394,GA,13015.0,0.118,11990.0,1.3,SNAP,1.85,Other Nutrition Program,0.612,0.197,0.191,6135000.0,2.99,0.203,5220.0,0.8,0.2,2016
395,GA,13017.0,0.227,3960.0,1.3,SNAP,1.85,Other Nutrition Program,0.706,0.117,0.176,1865000.0,2.76,0.299,1350.0,0.76,0.24,2016
396,GA,13019.0,0.155,2940.0,1.3,SNAP,1.85,Other Nutrition Program,0.709,0.115,0.176,1443000.0,2.87,0.253,1170.0,0.85,0.15,2016
397,GA,13021.0,0.231,35670.0,1.3,SNAP,1.85,Other Nutrition Program,0.63,0.129,0.241,17519000.0,2.87,0.267,10350.0,0.67,0.33,2016
398,GA,13023.0,0.175,2250.0,1.3,SNAP,1.85,Other Nutrition Program,0.544,0.196,0.259,1126000.0,2.93,0.258,740.0,0.82,0.18,2016
399,GA,13025.0,0.132,2430.0,1.3,SNAP,1.85,Other Nutrition Program,0.791,0.184,0.024,1265000.0,3.05,0.246,1150.0,1.0,0.0,2016
400,GA,13027.0,0.175,2730.0,1.3,SNAP,1.85,Other Nutrition Program,0.635,0.162,0.203,1379000.0,2.96,0.252,860.0,0.66,0.34,2016
401,GA,13029.0,0.115,3930.0,1.3,SNAP,1.85,Other Nutrition Program,0.549,0.071,0.381,2273000.0,3.38,0.196,1940.0,0.65,0.36,2016
402,GA,13031.0,0.21,15340.0,1.3,SNAP,1.85,Other Nutrition Program,0.645,0.072,0.284,7807000.0,2.98,0.243,3520.0,0.73,0.27,2016
403,GA,13033.0,0.224,5120.0,1.3,SNAP,1.85,Other Nutrition Program,0.687,0.142,0.171,2437000.0,2.79,0.296,1790.0,0.79,0.21,2016
404,GA,13035.0,0.161,3770.0,1.3,SNAP,1.85,Other Nutrition Program,0.553,0.096,0.351,2135000.0,3.31,0.239,1200.0,0.72,0.28,2016
405,GA,13037.0,0.238,1530.0,1.3,SNAP,1.85,Other Nutrition Program,0.519,0.125,0.356,761000.0,2.91,0.27,330.0,0.73,0.27,2016
406,GA,13039.0,0.138,7190.0,1.3,SNAP,1.85,Other Nutrition Program,0.501,0.166,0.333,3866000.0,3.15,0.22,2880.0,0.7,0.3,2016
407,GA,13043.0,0.172,1880.0,1.3,SNAP,1.85,Other Nutrition Program,0.743,0.139,0.118,921000.0,2.87,0.264,730.0,0.79,0.21,2016
408,GA,13045.0,0.148,16850.0,1.3,SNAP,1.85,Other Nutrition Program,0.637,0.11,0.253,8219000.0,2.85,0.227,6320.0,0.79,0.21,2016
409,GA,13047.0,0.099,6490.0,1.3,SNAP,1.85,Other Nutrition Program,0.533,0.119,0.348,3142000.0,2.83,0.199,3100.0,0.6,0.4,2016
410,GA,13049.0,0.148,1920.0,1.3,SNAP,1.85,Other Nutrition Program,0.539,0.186,0.275,1076000.0,3.28,0.243,610.0,0.88,0.12,2016
411,GA,13051.0,0.176,49830.0,1.3,SNAP,1.85,Other Nutrition Program,0.527,0.148,0.325,27740000.0,3.26,0.218,13610.0,0.67,0.33,2016
412,GA,13053.0,0.164,1950.0,1.3,SNAP,1.85,Other Nutrition Program,0.388,0.23,0.382,1033000.0,3.1,0.22,600.0,0.85,0.15,2016
413,GA,13055.0,0.149,3740.0,1.3,SNAP,1.85,Other Nutrition Program,0.639,0.187,0.174,1741000.0,2.72,0.252,1400.0,0.94,0.06,2016
